id,prompt_name,input,target,source
383,To sum up this dialog,"Dora: Mum, I've been at home.
Dora: I left some things for you on the kitchen table. 
Mira: OK. 
Mira: Did you feed the cat?
Dora: Yes. 
Dora: I gave him the rest of the can that was open. 
Mira: Good. 
Mira: Can you come and feed him tomorrow midday?
Dora: I think yes. 
Dora: Around noon or 1 o'clock. 
Mira: Thank you. 
Dora: Do you need any shopping?
Mira: No, thank you. 
To sum up this dialog:",Dora helps Mira with feeding her cat.,samsum
384,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Ursula: thank you for these beautiful earrings :*
Matt: i hoped you liked it :)
Ursula: i love them!
Ursula: how did you know i like esmeralds?
Matt: these one have the same colour as your eyes
Ursula: you think so?
Matt: of course :)
Matt: dont you see it?
Ursula: dont know
Ursula: i thought my eyes have no special colour
Matt: your eyes are the most beautiful thing in the world
Ursula: oh, thank you :*
Matt: its true <3",Ursula likes the earrings she received from Matt.,samsum
385,Summarize:,"Summarize: Caroline: Are you in San Remo right now?
Reinhard: No, we're in Monaco for a few days
Caroline: on the yacht?
Hans: Yes, we wanted some time off
Hans: and the weather is perfect again
Carla: why, wanna join us?
Caroline: I have to be in Basel tomorrow, so I just can't
Carla: the art fair?
Caroline: yes, we want to buy some more art
Caroline: Blake prefers to invest in art than diamonds now
Carla: because you're an art historian?
Caroline: I think I convinced him it's better hehe
Hans: you can join us afterwards
Caroline: ok, we're in touch","Reinhard, Hans and Carla are on a yacht in Monaco. Caroline has to be in Basel tomorrow to buy some art. Caroline is an art historian.",samsum
386,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Lisa: Hi there. You all right?
Dan: Hi, Lisa. I'm much better now.
Lisa: Good to hear, Dan. Good luck.",Dan is much better now.,samsum
387,To sum up this dialog,"Tessa: Dinner's ready!
Tessa: Are you coming?
Tom: will be there in a sec
To sum up this dialog:",Tom will come for dinner in a sec.,samsum
388,Summarize:,"Summarize: Donald: hey
Donald: stop lying everytime i ask you where is mike
Scofield: dude, since when did i lie 
Donald: since you told me Mike was not at home
Scofield: he wasnt i promise
Donald: i dont beleive you
Scofield: okay then",Donald doesn't believe Scofield that Mike was not at home.,samsum
389,Summarize:,"Summarize: Francis: it won't work :/
Jason: why
Lara: he is too clever
Francis: yea, it's not worth the risk
Jason: so... no cheating then
Lara: it's only 2 chapters
Francis: we can do this",Francis and Lara are against cheating as they can manage to learn material from two chapters.,samsum
390,Summarize this dialogue:,"Summarize this dialogue: Shane: Baby, in a week we are gonna celebrate our ONE YEAR ANNIVERSARY
Jess: <3 Time flies when you're happy <3
Shane: Right?
Jess: I made a reservation at Chez Maman at 7pm
Shane: Sooo romantic <3
Jess: But I think there is something important we should discuss right now
Shane: ??
Jess: Will you move in with me?",Jess and Shane are celebrating one year anniversary in a week. They will meet at Chez Maman at 7pm. Jess asks Shane to move in with her.,samsum
391,Summarize this dialogue:,"Summarize this dialogue: Kim: Hi how's your tooth?
Jools: not there anymore
Jools: feels odd
Jools: like a huge hole in my mouth
Kim: does it hurt?
Jools: not now, I took some pills
Jools: but my whole head hurts :/
Kim: you're going to be better soon
Kim: can you eat?
Jools: not really
Jools: I can't eat or drink anything hot today
Jools: just some cool cocktails
Kim: <file_other>
Kim: I like these cocktails
Kim: I saw them at tesco
Jools: I'm on my way to tesco right now ;)
Jools: thanks, I'll try it
Jools: I'm starving
Kim: maybe just some drinks tonight? ;)
Kim: are you doing anything tonight?
Jools: I don't know, I will tell you in 2 hours ok?
Jools: I have to do some shopping and see how I am in a couple of hours
Kim: ok sure
Kim: take care",Jools is in pain after his tooth extraction. He is going to Tesco's to buy some cool cocktails. He will let Kim know in two hours if they can go out together tonight.,samsum
392,Given the above dialogue write a summary,"Tim: Are you at the station already?
Helen: Yes, our train is leaving from platform 3.
Andrew: Hurry up!
Helen: In 5 minutes
Tim: I should make it
Helen: Are you far?
Tim: Just around the corner
Given the above dialogue, write a summary.","Helen and Andrew are already at the station, their train is leaving from platform 3 and Tim is hurrying up to make it, he's just around the corner.",samsum
393,Write a dialogue that match this summary,Write a dialogue that matches this summary: Victor and Stephanie will see Captain Marvel together when it comes out.,"Stephanie: have you heard about that new movie?
Victor: which one?
Stephanie: uhh... I can't remember the name
Stephanie: the superhero one
Victor: Steph... there are so many of those these days
Victor: I literally saw three trailers the last time I went to the movies
Stephanie: ok, ok, I mean the one with a female lead
Victor: Captain Marvel?
Stephanie: oh yeah, that's the title!
Victor: how do you forget a title like that tbh
Victor: lol
Stephanie: uhhh I DON'T KNOW okay... 
Stephanie: my memory isn't the greatest
Victor: well... if you couldn't remember THAT... you might be right, haha
Stephanie: ANYWAY
Stephanie: what I wanted to say was
Stephanie: I'm kind of really excited about this?? wow
Victor: I guess it does sound like a cool idea?
Victor: idk, I'll wait until I've seen it, hard to have an opinion before that
Stephanie: you're saying that bc you're a guy
Stephanie: there's so many male superheroes, but women?
Stephanie: I mean ok there are SOME but... this is big
Victor: yeah I suppose youre point of view would be different
Victor: I get it
Victor: wanna see it together when it comes out?
Stephanie: I was hoping you'd ask!",samsum
394,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Owena: Your dad has just come from the police station...
Pamela: What? Why?
Owena: Do you remember the guy named Jack?
Pamela: The guy who was in jail for fraud?
Owena: Yes. Your dad hired him as you know,
Pamela: Did he do something bad?
Owena: Yes. And he begged your dad to pay back his debt
Pamela: What? Did dad do that?
Owena: Yes he did. He thought he became an another man 
Owena: And maybe he cut down his salary for a few months for the amount of money he asked your dad to
Pamela: Do you know why are swindlers called swindler?
Pamela: Cause cheating is their talent!!!
Owena: So he had to go to police and explain what happened
Pamela: Accuse him!!! 
Pamela: Accuse that bastard!
Owena: We will. He brought your dad's phone and bilked other people as well.
Owena: And people who called your dad's number thought your dad did this fraud to them. 
Owena: Now he explained what happened to him and the phone isn't a problem anymore..
Pamela: What the hell is going on?
Pamela: How does dad feel?..
Owena: Not happy of course...
Pamela: Mom. Seriously he shouldn’t trust anybody 
Owena: This was what I was talking about to your dad.
Owena: Don't worry we will solve this problem.",Pamela's dad had to explain to the police that he is not a part of Jack's swindle. Jack is his employee who had been previously imprisoned for fraud.,samsum
